,cl_id,str_id,cl_type,s_cl_st,s_cl_tot,s_cl_pop,s_cl_hh,u_n,u_medpop,st_hhsiz,st_pop_n,st_pop_p,st_hh_n,st_hh_p,st_name,ori_id,geometry
100,101,1,oversample,205,205,290.17548,290.185,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3254333,"POLYGON ((121.52495139 15.77499369, 121.529118055 15.77499369, 121.529118055 15.770827025, 121.52495139 15.770827025, 121.52495139 15.77499369))"
101,102,1,oversample,205,205,312.19652,312.2,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3254336,"POLYGON ((121.537451385 15.77499369, 121.54161805 15.77499369, 121.54161805 15.770827025, 121.537451385 15.770827025, 121.537451385 15.77499369))"
102,103,1,oversample,205,205,170.38934,170.38,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3256843,"POLYGON ((121.50828473 15.770827025, 121.512451395 15.770827025, 121.512451395 15.76666036, 121.50828473 15.76666036, 121.50828473 15.770827025))"
103,104,1,oversample,205,205,302.00807,302.015,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3259359,"POLYGON ((121.51661806 15.76666036, 121.520784725 15.76666036, 121.520784725 15.762493695, 121.51661806 15.762493695, 121.51661806 15.76666036))"
104,105,1,oversample,205,205,418.98451,418.985,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3261892,"POLYGON ((121.59578469499999 15.762493695, 121.59995136 15.762493695, 121.59995136 15.75832703, 121.59578469499999 15.75832703, 121.59578469499999 15.762493695))"
105,106,1,oversample,205,205,51.11622,51.1,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3261895,"POLYGON ((121.60828469 15.762493695, 121.612451355 15.762493695, 121.612451355 15.75832703, 121.60828469 15.75832703, 121.60828469 15.762493695))"
106,107,1,oversample,205,205,15.62133,15.61,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3261900,"POLYGON ((121.629118015 15.762493695, 121.63328468 15.762493695, 121.63328468 15.75832703, 121.629118015 15.75832703, 121.629118015 15.762493695))"
107,108,1,oversample,205,205,262.33081,262.325,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3264385,"POLYGON ((121.50828473 15.75832703, 121.512451395 15.75832703, 121.512451395 15.754160365, 121.50828473 15.754160365, 121.50828473 15.75832703))"
108,109,1,oversample,205,205,219.04084,219.03,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3264407,"POLYGON ((121.59995136 15.75832703, 121.604118025 15.75832703, 121.604118025 15.754160365, 121.59995136 15.754160365, 121.59995136 15.75832703))"
109,110,1,oversample,205,205,248.60537,248.605,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3264409,"POLYGON ((121.60828469 15.75832703, 121.612451355 15.75832703, 121.612451355 15.754160365, 121.60828469 15.754160365, 121.60828469 15.75832703))"
110,111,1,oversample,205,205,172.53798,172.55,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3266896,"POLYGON ((121.495784735 15.754160365, 121.4999514 15.754160365, 121.4999514 15.749993700000001, 121.495784735 15.749993700000001, 121.495784735 15.754160365))"
111,112,1,oversample,205,205,166.97884,166.985,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3266928,"POLYGON ((121.629118015 15.754160365, 121.63328468 15.754160365, 121.63328468 15.749993700000001, 121.629118015 15.749993700000001, 121.629118015 15.754160365))"
112,113,1,oversample,205,205,5.81331,5.81,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3266929,"POLYGON ((121.63328468 15.754160365, 121.637451345 15.754160365, 121.637451345 15.749993700000001, 121.63328468 15.749993700000001, 121.63328468 15.754160365))"
113,114,1,oversample,205,205,292.38944,292.39,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3269409,"POLYGON ((121.49161807 15.749993700000001, 121.495784735 15.749993700000001, 121.495784735 15.745827035000001, 121.49161807 15.745827035000001, 121.49161807 15.749993700000001))"
114,115,1,oversample,205,205,299.22816,299.215,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3269416,"POLYGON ((121.520784725 15.749993700000001, 121.52495139 15.749993700000001, 121.52495139 15.745827035000001, 121.520784725 15.745827035000001, 121.520784725 15.749993700000001))"
115,116,1,oversample,205,205,390.56381,390.565,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3269418,"POLYGON ((121.529118055 15.749993700000001, 121.53328472 15.749993700000001, 121.53328472 15.745827035000001, 121.529118055 15.745827035000001, 121.529118055 15.749993700000001))"
116,117,1,oversample,205,205,310.11845,310.135,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3269431,"POLYGON ((121.5832847 15.749993700000001, 121.58745136499999 15.749993700000001, 121.58745136499999 15.745827035000001, 121.5832847 15.745827035000001, 121.5832847 15.749993700000001))"
117,118,1,oversample,205,205,84.04459,84.035,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3269443,"POLYGON ((121.63328468 15.749993700000001, 121.637451345 15.749993700000001, 121.637451345 15.745827035000001, 121.63328468 15.745827035000001, 121.63328468 15.749993700000001))"
118,119,1,oversample,205,205,35.258,35.245,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3271922,"POLYGON ((121.487451405 15.745827035000001, 121.49161807 15.745827035000001, 121.49161807 15.741660370000002, 121.487451405 15.741660370000002, 121.487451405 15.745827035000001))"
119,120,1,oversample,205,205,210.56268,210.56,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3271925,"POLYGON ((121.4999514 15.745827035000001, 121.504118065 15.745827035000001, 121.504118065 15.741660370000002, 121.4999514 15.741660370000002, 121.4999514 15.745827035000001))"
120,121,1,oversample,205,205,196.00651,196,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3271947,"POLYGON ((121.59161803 15.745827035000001, 121.59578469499999 15.745827035000001, 121.59578469499999 15.741660370000002, 121.59161803 15.741660370000002, 121.59161803 15.745827035000001))"
121,122,1,oversample,205,205,128.47034,128.485,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3271954,"POLYGON ((121.620784685 15.745827035000001, 121.62495135 15.745827035000001, 121.62495135 15.741660370000002, 121.620784685 15.741660370000002, 121.620784685 15.745827035000001))"
122,123,1,oversample,205,205,135.97808,135.975,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3271956,"POLYGON ((121.629118015 15.745827035000001, 121.63328468 15.745827035000001, 121.63328468 15.741660370000002, 121.629118015 15.741660370000002, 121.629118015 15.745827035000001))"
123,124,1,oversample,205,205,16.32858,16.345,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3274445,"POLYGON ((121.52495139 15.741660370000002, 121.529118055 15.741660370000002, 121.529118055 15.737493705, 121.52495139 15.737493705, 121.52495139 15.741660370000002))"
124,125,1,oversample,205,205,164.01303,164.01,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3274460,"POLYGON ((121.58745136499999 15.741660370000002, 121.59161803 15.741660370000002, 121.59161803 15.737493705, 121.58745136499999 15.737493705, 121.58745136499999 15.741660370000002))"
125,126,1,oversample,205,205,146.27231,146.265,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3274462,"POLYGON ((121.59578469499999 15.741660370000002, 121.59995136 15.741660370000002, 121.59995136 15.737493705, 121.59578469499999 15.737493705, 121.59578469499999 15.741660370000002))"
126,127,1,oversample,205,205,330.66929,330.68,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3276968,"POLYGON ((121.562451375 15.737493705, 121.56661804 15.737493705, 121.56661804 15.73332704, 121.562451375 15.73332704, 121.562451375 15.737493705))"
127,128,1,oversample,205,205,106.19088,106.19,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3276978,"POLYGON ((121.604118025 15.737493705, 121.60828469 15.737493705, 121.60828469 15.73332704, 121.604118025 15.73332704, 121.604118025 15.737493705))"
128,129,1,oversample,205,205,98.36660999999999,98.34999999999999,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3276980,"POLYGON ((121.612451355 15.737493705, 121.61661802 15.737493705, 121.61661802 15.73332704, 121.612451355 15.73332704, 121.612451355 15.737493705))"
129,130,1,oversample,205,205,105.4506,105.455,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3276986,"POLYGON ((121.637451345 15.737493705, 121.64161801 15.737493705, 121.64161801 15.73332704, 121.637451345 15.73332704, 121.637451345 15.737493705))"
130,131,1,oversample,205,205,83.19168999999999,83.19499999999999,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3279474,"POLYGON ((121.529118055 15.73332704, 121.53328472 15.73332704, 121.53328472 15.729160375, 121.529118055 15.729160375, 121.529118055 15.73332704))"
131,132,1,oversample,205,205,346.50344,346.5,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3279479,"POLYGON ((121.54995138 15.73332704, 121.554118045 15.73332704, 121.554118045 15.729160375, 121.54995138 15.729160375, 121.54995138 15.73332704))"
132,133,1,oversample,205,205,185.30706,185.29,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3279483,"POLYGON ((121.56661804 15.73332704, 121.570784705 15.73332704, 121.570784705 15.729160375, 121.56661804 15.729160375, 121.56661804 15.73332704))"
133,134,1,oversample,205,205,117.27135,117.285,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3279488,"POLYGON ((121.58745136499999 15.73332704, 121.59161803 15.73332704, 121.59161803 15.729160375, 121.58745136499999 15.729160375, 121.58745136499999 15.73332704))"
134,135,1,oversample,205,205,110.54653,110.53,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3279489,"POLYGON ((121.59161803 15.73332704, 121.59578469499999 15.73332704, 121.59578469499999 15.729160375, 121.59161803 15.729160375, 121.59161803 15.73332704))"
135,136,1,oversample,205,205,86.51474,86.52,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3279494,"POLYGON ((121.612451355 15.73332704, 121.61661802 15.73332704, 121.61661802 15.729160375, 121.612451355 15.729160375, 121.612451355 15.73332704))"
136,137,1,oversample,205,205,117.0708,117.075,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3279499,"POLYGON ((121.63328468 15.73332704, 121.637451345 15.73332704, 121.637451345 15.729160375, 121.63328468 15.729160375, 121.63328468 15.73332704))"
137,138,1,oversample,205,205,91.94656999999999,91.94499999999999,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3282006,"POLYGON ((121.604118025 15.729160375, 121.60828469 15.729160375, 121.60828469 15.72499371, 121.604118025 15.72499371, 121.604118025 15.729160375))"
138,139,1,oversample,205,205,137.15991,137.165,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3282011,"POLYGON ((121.62495135 15.729160375, 121.629118015 15.729160375, 121.629118015 15.72499371, 121.62495135 15.72499371, 121.62495135 15.729160375))"
139,140,1,oversample,205,205,118.08627,118.09,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3284513,"POLYGON ((121.57495137 15.72499371, 121.579118035 15.72499371, 121.579118035 15.720827045, 121.57495137 15.720827045, 121.57495137 15.72499371))"
140,141,1,oversample,205,205,93.82537000000001,93.83499999999999,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3284528,"POLYGON ((121.637451345 15.72499371, 121.64161801 15.72499371, 121.64161801 15.720827045, 121.637451345 15.720827045, 121.637451345 15.72499371))"
141,142,1,oversample,205,205,3.00137,3.01,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3284529,"POLYGON ((121.64161801 15.72499371, 121.645784675 15.72499371, 121.645784675 15.720827045, 121.64161801 15.720827045, 121.64161801 15.72499371))"
142,143,1,oversample,205,205,25.45143,25.445,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3287017,"POLYGON ((121.53328472 15.720827045, 121.537451385 15.720827045, 121.537451385 15.71666038, 121.53328472 15.71666038, 121.53328472 15.720827045))"
143,144,1,oversample,205,205,235.1535,235.165,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3287019,"POLYGON ((121.54161805 15.720827045, 121.545784715 15.720827045, 121.545784715 15.71666038, 121.54161805 15.71666038, 121.54161805 15.720827045))"
144,145,1,oversample,205,205,161.02228,161.035,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3287023,"POLYGON ((121.55828471 15.720827045, 121.562451375 15.720827045, 121.562451375 15.71666038, 121.55828471 15.71666038, 121.55828471 15.720827045))"
145,146,1,oversample,205,205,132.90878,132.895,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3287025,"POLYGON ((121.56661804 15.720827045, 121.570784705 15.720827045, 121.570784705 15.71666038, 121.56661804 15.71666038, 121.56661804 15.720827045))"
146,147,1,oversample,205,205,92.79221,92.785,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3287029,"POLYGON ((121.5832847 15.720827045, 121.58745136499999 15.720827045, 121.58745136499999 15.71666038, 121.5832847 15.71666038, 121.5832847 15.720827045))"
147,148,1,oversample,205,205,103.2402,103.25,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3287031,"POLYGON ((121.59161803 15.720827045, 121.59578469499999 15.720827045, 121.59578469499999 15.71666038, 121.59161803 15.71666038, 121.59161803 15.720827045))"
148,149,1,oversample,205,205,103.28841,103.285,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3287033,"POLYGON ((121.59995136 15.720827045, 121.604118025 15.720827045, 121.604118025 15.71666038, 121.59995136 15.71666038, 121.59995136 15.720827045))"
149,150,1,oversample,205,205,94.50426,94.5,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3287040,"POLYGON ((121.629118015 15.720827045, 121.63328468 15.720827045, 121.63328468 15.71666038, 121.629118015 15.71666038, 121.629118015 15.720827045))"
150,151,1,oversample,205,205,160.78562,160.79,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3289532,"POLYGON ((121.537451385 15.71666038, 121.54161805 15.71666038, 121.54161805 15.712493715, 121.537451385 15.712493715, 121.537451385 15.71666038))"
151,152,1,oversample,205,205,170.70993,170.695,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3289536,"POLYGON ((121.554118045 15.71666038, 121.55828471 15.71666038, 121.55828471 15.712493715, 121.554118045 15.712493715, 121.554118045 15.71666038))"
152,153,1,oversample,205,205,85.74975999999999,85.75,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3289543,"POLYGON ((121.5832847 15.71666038, 121.58745136499999 15.71666038, 121.58745136499999 15.712493715, 121.5832847 15.712493715, 121.5832847 15.71666038))"
153,154,1,oversample,205,205,89.60324,89.59999999999999,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3289548,"POLYGON ((121.604118025 15.71666038, 121.60828469 15.71666038, 121.60828469 15.712493715, 121.604118025 15.712493715, 121.604118025 15.71666038))"
154,155,1,oversample,205,205,63.95158,63.945,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3289552,"POLYGON ((121.620784685 15.71666038, 121.62495135 15.71666038, 121.62495135 15.712493715, 121.620784685 15.712493715, 121.620784685 15.71666038))"
155,156,1,oversample,205,205,79.59723,79.59,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3289554,"POLYGON ((121.629118015 15.71666038, 121.63328468 15.71666038, 121.63328468 15.712493715, 121.629118015 15.712493715, 121.629118015 15.71666038))"
156,157,1,oversample,205,205,111.68165,111.685,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3292052,"POLYGON ((121.562451375 15.712493715, 121.56661804 15.712493715, 121.56661804 15.708327050000001, 121.562451375 15.708327050000001, 121.562451375 15.712493715))"
157,158,1,oversample,205,205,80.03955000000001,80.045,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3292056,"POLYGON ((121.579118035 15.712493715, 121.5832847 15.712493715, 121.5832847 15.708327050000001, 121.579118035 15.708327050000001, 121.579118035 15.712493715))"
158,159,1,oversample,205,205,87.7671,87.78,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3292060,"POLYGON ((121.59578469499999 15.712493715, 121.59995136 15.712493715, 121.59995136 15.708327050000001, 121.59578469499999 15.708327050000001, 121.59578469499999 15.712493715))"
159,160,1,oversample,205,205,87.14225999999999,87.15000000000001,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3292069,"POLYGON ((121.63328468 15.712493715, 121.637451345 15.712493715, 121.637451345 15.708327050000001, 121.63328468 15.708327050000001, 121.63328468 15.712493715))"
160,161,1,oversample,205,205,155.91792,155.925,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3294562,"POLYGON ((121.545784715 15.708327050000001, 121.54995138 15.708327050000001, 121.54995138 15.704160385000002, 121.545784715 15.704160385000002, 121.545784715 15.708327050000001))"
161,162,1,oversample,205,205,134.95239,134.96,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3294563,"POLYGON ((121.54995138 15.708327050000001, 121.554118045 15.708327050000001, 121.554118045 15.704160385000002, 121.54995138 15.704160385000002, 121.54995138 15.708327050000001))"
162,163,1,oversample,205,205,116.28189,116.27,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3294568,"POLYGON ((121.570784705 15.708327050000001, 121.57495137 15.708327050000001, 121.57495137 15.704160385000002, 121.570784705 15.704160385000002, 121.570784705 15.708327050000001))"
163,164,1,oversample,205,205,86.98569999999999,86.97499999999999,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3294570,"POLYGON ((121.579118035 15.708327050000001, 121.5832847 15.708327050000001, 121.5832847 15.704160385000002, 121.579118035 15.704160385000002, 121.579118035 15.708327050000001))"
164,165,1,oversample,205,205,66.37367999999999,66.36,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3294575,"POLYGON ((121.59995136 15.708327050000001, 121.604118025 15.708327050000001, 121.604118025 15.704160385000002, 121.59995136 15.704160385000002, 121.59995136 15.708327050000001))"
165,166,1,oversample,205,205,23.48631,23.485,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3294578,"POLYGON ((121.612451355 15.708327050000001, 121.61661802 15.708327050000001, 121.61661802 15.704160385000002, 121.612451355 15.704160385000002, 121.612451355 15.708327050000001))"
166,167,1,oversample,205,205,22.28954,22.295,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3294580,"POLYGON ((121.620784685 15.708327050000001, 121.62495135 15.708327050000001, 121.62495135 15.704160385000002, 121.620784685 15.704160385000002, 121.620784685 15.708327050000001))"
167,168,1,oversample,205,205,30.64819,30.66,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3294583,"POLYGON ((121.63328468 15.708327050000001, 121.637451345 15.708327050000001, 121.637451345 15.704160385000002, 121.63328468 15.704160385000002, 121.63328468 15.708327050000001))"
168,169,1,oversample,205,205,107.9914,107.975,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3297079,"POLYGON ((121.55828471 15.704160385000002, 121.562451375 15.704160385000002, 121.562451375 15.69999372, 121.55828471 15.69999372, 121.55828471 15.704160385000002))"
169,170,1,oversample,205,205,78.17488,78.19,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3297086,"POLYGON ((121.58745136499999 15.704160385000002, 121.59161803 15.704160385000002, 121.59161803 15.69999372, 121.58745136499999 15.69999372, 121.58745136499999 15.704160385000002))"
170,171,1,oversample,205,205,143.61144,143.605,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3299590,"POLYGON ((121.545784715 15.69999372, 121.54995138 15.69999372, 121.54995138 15.695827055, 121.545784715 15.695827055, 121.545784715 15.69999372))"
171,172,1,oversample,205,205,92.74977,92.75,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3299593,"POLYGON ((121.55828471 15.69999372, 121.562451375 15.69999372, 121.562451375 15.695827055, 121.55828471 15.695827055, 121.55828471 15.69999372))"
172,173,1,oversample,205,205,82.85827999999999,82.845,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3299596,"POLYGON ((121.570784705 15.69999372, 121.57495137 15.69999372, 121.57495137 15.695827055, 121.570784705 15.695827055, 121.570784705 15.69999372))"
173,174,1,oversample,205,205,72.78606000000001,72.8,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3299598,"POLYGON ((121.579118035 15.69999372, 121.5832847 15.69999372, 121.5832847 15.695827055, 121.579118035 15.695827055, 121.579118035 15.69999372))"
174,175,1,oversample,205,205,55.20371,55.195,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3299600,"POLYGON ((121.58745136499999 15.69999372, 121.59161803 15.69999372, 121.59161803 15.695827055, 121.58745136499999 15.695827055, 121.58745136499999 15.69999372))"
175,176,1,oversample,205,205,57.06975,57.085,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3299604,"POLYGON ((121.604118025 15.69999372, 121.60828469 15.69999372, 121.60828469 15.695827055, 121.604118025 15.695827055, 121.604118025 15.69999372))"
176,177,1,oversample,205,205,66.15955,66.15000000000001,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3302115,"POLYGON ((121.59161803 15.695827055, 121.59578469499999 15.695827055, 121.59578469499999 15.691660390000001, 121.59161803 15.691660390000001, 121.59161803 15.695827055))"
177,178,1,oversample,205,205,1.68746,1.68,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3302120,"POLYGON ((121.612451355 15.695827055, 121.61661802 15.695827055, 121.61661802 15.691660390000001, 121.612451355 15.691660390000001, 121.612451355 15.695827055))"
178,179,1,oversample,205,205,38.32998,38.325,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3304618,"POLYGON ((121.545784715 15.691660390000001, 121.54995138 15.691660390000001, 121.54995138 15.687493725, 121.545784715 15.687493725, 121.545784715 15.691660390000001))"
179,180,1,oversample,205,205,101.45053,101.465,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3304621,"POLYGON ((121.55828471 15.691660390000001, 121.562451375 15.691660390000001, 121.562451375 15.687493725, 121.55828471 15.687493725, 121.55828471 15.691660390000001))"
180,181,1,oversample,205,205,49.52774,49.525,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3304630,"POLYGON ((121.59578469499999 15.691660390000001, 121.59995136 15.691660390000001, 121.59995136 15.687493725, 121.59578469499999 15.687493725, 121.59578469499999 15.691660390000001))"
181,182,1,oversample,205,205,47.17512,47.18,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3304631,"POLYGON ((121.59995136 15.691660390000001, 121.604118025 15.691660390000001, 121.604118025 15.687493725, 121.59995136 15.687493725, 121.59995136 15.691660390000001))"
182,183,1,oversample,205,205,2.36055,2.345,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3304634,"POLYGON ((121.612451355 15.691660390000001, 121.61661802 15.691660390000001, 121.61661802 15.687493725, 121.612451355 15.687493725, 121.612451355 15.691660390000001))"
183,184,1,oversample,205,205,67.98754,68.005,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3307133,"POLYGON ((121.54995138 15.687493725, 121.554118045 15.687493725, 121.554118045 15.68332706, 121.54995138 15.68332706, 121.54995138 15.687493725))"
184,185,1,oversample,205,205,89.21889,89.215,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3307137,"POLYGON ((121.56661804 15.687493725, 121.570784705 15.687493725, 121.570784705 15.68332706, 121.56661804 15.68332706, 121.56661804 15.687493725))"
185,186,1,oversample,205,205,64.93003,64.925,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3307141,"POLYGON ((121.5832847 15.687493725, 121.58745136499999 15.687493725, 121.58745136499999 15.68332706, 121.5832847 15.68332706, 121.5832847 15.687493725))"
186,187,1,oversample,205,205,57.90322,57.89,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3309648,"POLYGON ((121.554118045 15.68332706, 121.55828471 15.68332706, 121.55828471 15.679160395, 121.554118045 15.679160395, 121.554118045 15.68332706))"
187,188,1,oversample,205,205,76.44526,76.44,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3309650,"POLYGON ((121.562451375 15.68332706, 121.56661804 15.68332706, 121.56661804 15.679160395, 121.562451375 15.679160395, 121.562451375 15.68332706))"
188,189,1,oversample,205,205,79.30419999999999,79.31,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3309654,"POLYGON ((121.579118035 15.68332706, 121.5832847 15.68332706, 121.5832847 15.679160395, 121.579118035 15.679160395, 121.579118035 15.68332706))"
189,190,1,oversample,205,205,54.80676,54.81,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3309657,"POLYGON ((121.59161803 15.68332706, 121.59578469499999 15.68332706, 121.59578469499999 15.679160395, 121.59161803 15.679160395, 121.59161803 15.68332706))"
190,191,1,oversample,205,205,66.19532,66.185,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3312170,"POLYGON ((121.58745136499999 15.679160395, 121.59161803 15.679160395, 121.59161803 15.67499373, 121.58745136499999 15.67499373, 121.58745136499999 15.679160395))"
191,192,1,oversample,205,205,19.69787,19.705,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3314682,"POLYGON ((121.579118035 15.67499373, 121.5832847 15.67499373, 121.5832847 15.670827065000001, 121.579118035 15.670827065000001, 121.579118035 15.67499373))"
192,193,1,oversample,205,205,37.56269,37.555,604,42.340878,3.5,50120,100.0,14320.0,100.0,,3314683,"POLYGON ((121.5832847 15.67499373, 121.58745136499999 15.67499373, 121.58745136499999 15.670827065000001, 121.5832847 15.670827065000001, 121.5832847 15.67499373))"
